family,groups,seed,repeat,order_index,method,status,certified,objective,upper_bound,relative_gap,seconds,nodes,theta_integer_solves,interval_bound_evaluations,interval_splits,thresholds_covered_by_prunes
near_tie,30,2,1,1,enumeration,optimal,True,528.66922455503,528.66922455503,0.0,0.8853893750056159,218,2,0,0,22
near_tie,30,2,1,2,scip,optimal,True,528.66922455503,528.66922455503,0.0,1.0508320000080857,253,0,0,0,0
near_tie,30,2,1,3,envelope,optimal,True,528.66922455503,528.66922455503,0.0,4.645762541011209,1238,6,18,9,22
many_breakpoints,30,0,0,0,enumeration,time_limit,False,714.2396605336496,714.3518619206332,0.00015706739628545786,5.002563584013842,1079,10,0,0,0
many_breakpoints,30,0,0,1,scip,optimal,True,714.2396605336496,714.2396605336495,0.0,0.005254916992271319,1,0,0,0,0
many_breakpoints,30,0,0,2,envelope,time_limit,False,714.2396605336496,714.3625636296649,0.00017207542902823237,5.003404541988857,882,12,31,15,76
many_breakpoints,30,0,0,3,clique,time_limit,False,714.2396605336496,714.351861920633,0.00015709207032776217,5.002168500010157,1175,16,35,17,76
many_breakpoints,30,0,1,0,scip,optimal,True,714.2396605336496,714.2396605336495,0.0,0.005575500021222979,1,0,0,0,0
many_breakpoints,30,0,1,1,envelope,time_limit,False,714.2396605336496,714.3625636296649,0.00017207542902823237,5.00513045801199,885,12,31,15,76
many_breakpoints,30,0,1,2,clique,time_limit,False,714.2396605336496,714.351861920633,0.00015709207032776217,5.003694874991197,1187,16,35,17,76
many_breakpoints,30,0,1,3,enumeration,time_limit,False,714.2396605336496,714.3518619206332,0.00015706739628545786,5.002669167006388,1092,11,0,0,0
many_breakpoints,30,1,0,0,scip,optimal,True,711.1729335234375,711.1729335234376,0.0,0.004463499994017184,1,0,0,0,0
many_breakpoints,30,1,0,1,envelope,time_limit,False,711.1729335234375,711.4584994199832,0.0004015421328409983,5.000905624998268,744,16,39,19,76
many_breakpoints,30,1,0,2,clique,time_limit,False,711.1729335234375,711.3780962965941,0.00028848506950367896,5.002646542008733,1230,31,71,35,95
many_breakpoints,30,1,0,3,enumeration,time_limit,False,711.1729335234375,711.3953255373204,0.00031261382511196784,5.001355917018373,1147,12,0,0,0
many_breakpoints,30,1,1,0,envelope,time_limit,False,711.1729335234375,711.4584994199832,0.0004015421328409983,5.045737457985524,740,15,39,19,76
many_breakpoints,30,1,1,1,clique,time_limit,False,711.1729335234375,711.3780962965941,0.00028848506950367896,5.001205083011882,1238,31,71,35,95
many_breakpoints,30,1,1,2,enumeration,time_limit,False,711.1729335234375,711.3780962965942,0.00028840186987036425,5.006208917009644,1162,12,0,0,0
many_breakpoints,30,1,1,3,scip,optimal,True,711.1729335234375,711.1729335234376,0.0,0.0044813749846071005,1,0,0,0,0
many_breakpoints,30,2,0,0,envelope,time_limit,False,707.3475634685924,713.2673186634444,0.008368948308556409,5.004207541991491,1377,2,1,0,0
many_breakpoints,30,2,0,1,clique,time_limit,False,707.3475634685924,713.2673186632996,0.008368948308351809,5.003370583988726,1348,2,1,0,0
many_breakpoints,30,2,0,2,enumeration,time_limit,False,712.9574507822524,713.2028377154824,0.0003440633158667324,5.005065000004834,1120,12,0,0,0
many_breakpoints,30,2,0,3,scip,optimal,True,712.9574507822524,712.9574507822524,0.0,0.03488624998135492,64,0,0,0,0
many_breakpoints,30,2,1,0,clique,time_limit,False,707.3475634685924,713.2673186632996,0.008368948308351809,5.001276666997001,1373,2,1,0,0
many_breakpoints,30,2,1,1,enumeration,time_limit,False,712.9574507822524,713.2028377154824,0.0003440633158667324,5.006423749990063,1092,12,0,0,0
many_breakpoints,30,2,1,2,scip,optimal,True,712.9574507822524,712.9574507822524,0.0,0.03464266698574647,64,0,0,0,0
many_breakpoints,30,2,1,3,envelope,time_limit,False,707.3475634685924,713.2673186634444,0.008368948308556409,5.001217166980496,1373,2,1,0,0
